,PM10,NO2,NO,NOX
774,13.0,6.05,0.47,7.23
775,14.0,15.54,1.48,19.47
776,19.0,3.58,0.36,4.6
777,3.0,10.72,1.76,16.84
778,30.0,10.72,0.93,19.05
779,29.0,2.11,1.11,6.49
780,33.0,15.35,1.48,21.62
781,19.0,16.33,2.28,21.61
782,22.0,13.76,3.05,19.84
783,29.0,7.94,0.31,11.1
784,26.0,22.18,8.93,36.59
785,7.0,9.82,2.69,13.82
786,16.0,5.45,0.8,7.15
787,11.0,11.47,3.42,18.41
788,24.0,54.63,48.49,129.43
789,21.0,28.68,5.33,37.87
790,11.0,21.22,8.45,34.89
791,5.0,11.78,1.64,14.76
792,9.0,6.04,0.07,6.61
793,5.0,9.65,3.83,19.5
794,17.0,9.95,1.52,12.14
795,13.0,6.62,0.85,7.88
796,34.0,15.24,0.98,12.56
797,1.0,9.43,2.93,15.65
798,11.0,6.85,1.18,10.49
799,13.0,13.29,1.48,15.33
800,22.0,31.19,6.94,42.29
801,16.0,17.0,4.59,24.49
802,23.0,4.54,1.4,7.15
803,21.0,7.9,0.81,10.7
804,21.0,10.19,0.78,7.22
805,64.0,20.54,2.7,26.68
806,28.0,2.97,0.68,7.14
807,10.0,1.43,0.23,2.25
808,18.0,14.55,1.0,12.32
809,18.0,11.58,1.27,13.35
810,3.0,12.52,3.4,19.57
811,12.0,29.24,7.6,36.64
812,16.0,13.24,1.68,17.47
813,25.0,23.71,12.55,37.28
814,21.0,24.27,5.76,28.87
815,17.0,10.78,0.13,10.82
816,19.0,5.97,0.95,3.1
817,40.0,8.02,0.45,9.17
818,20.0,15.42,1.58,18.3
819,27.0,9.25,0.62,12.87
820,10.0,19.15,3.22,24.56
821,13.0,23.9,2.88,28.77
822,41.0,5.33,0.03,5.84
823,19.0,8.43,1.16,15.82
824,8.0,3.44,0.82,5.61
825,23.0,26.9,4.87,37.88
826,6.0,22.89,8.18,36.07
827,20.0,24.74,8.77,40.75
828,44.0,32.35,4.5,42.29
829,20.0,3.48,0.53,5.79
830,7.0,4.72,0.71,6.27
831,8.0,16.56,2.6,21.0
832,14.0,10.28,4.01,17.43
833,3.0,4.51,0.55,5.82
834,26.0,14.08,0.34,15.07
835,19.0,14.45,0.93,15.31
836,9.0,9.17,0.39,9.65
837,11.0,5.47,2.43,12.65
838,48.0,10.82,1.31,14.55
839,23.0,13.32,0.74,14.91
840,10.0,11.02,3.44,18.07
841,51.0,10.6,3.98,17.05
842,9.0,19.86,4.4,27.06
843,28.0,2.97,1.24,8.1
844,48.0,11.12,0.88,12.29
845,13.0,1.96,0.54,3.25
846,26.0,15.62,1.25,17.24
847,61.0,7.43,0.1,8.05
848,22.0,10.74,2.07,15.45
849,18.0,16.21,6.28,27.07
850,2.0,8.11,2.67,12.43
851,23.0,4.12,0.48,5.32
852,31.0,47.54,15.8,72.22
853,12.0,32.31,24.85,70.87
854,2.0,4.16,0.58,5.51
855,17.0,13.66,3.72,19.83
856,25.0,18.26,0.43,18.54
857,17.0,16.94,5.99,26.58
858,21.0,16.38,2.28,20.56
859,13.0,7.38,1.35,9.92
860,36.0,26.6,2.57,31.01
861,15.0,7.83,2.52,12.7
862,40.0,34.4,10.85,51.5
863,2.0,3.82,1.65,7.32
864,28.0,8.79,1.03,12.17
865,17.0,18.35,5.29,27.63
866,19.0,8.98,1.23,5.46
867,84.0,11.83,1.22,15.84
868,22.0,10.0,1.22,14.83
869,8.0,4.37,2.86,11.05
870,38.0,2.23,0.05,2.77
871,36.0,11.03,2.33,17.91
872,23.0,10.0,2.76,15.94
873,20.0,6.57,0.67,8.07
874,9.0,4.16,0.18,4.89
875,27.0,8.53,1.1,11.82
876,13.0,22.54,7.89,35.95
877,11.0,6.1,1.39,9.7
878,14.0,4.84,0.35,5.84
879,31.0,29.99,2.39,34.25
880,9.0,10.3,3.53,16.17
881,5.0,11.7,0.66,13.18
882,48.0,27.15,4.9,35.11
883,40.0,29.76,7.71,43.03
884,20.0,26.15,4.54,34.26
885,36.0,14.62,2.39,21.37
886,29.0,25.26,3.04,30.38
887,16.0,12.43,5.34,22.34
888,27.0,6.78,3.24,13.31
889,11.0,12.51,3.96,19.05
890,9.0,16.4,3.95,22.13
891,10.0,29.9,8.94,44.98
892,19.0,3.69,0.26,4.56
893,11.0,11.61,3.16,16.92
894,12.0,21.73,5.24,32.79
895,10.0,12.66,1.19,16.32
896,9.0,23.66,4.72,31.5
897,18.0,10.22,2.93,18.02
898,33.0,44.16,1.85,47.45
899,17.0,49.82,31.02,98.45
900,24.0,7.78,2.08,15.1
901,16.0,29.59,15.99,55.69
902,7.0,9.64,1.81,13.36
903,21.0,17.32,2.88,15.86
904,15.0,4.38,0.61,5.58
905,27.0,3.16,0.11,3.8
906,5.0,17.33,3.32,23.72
907,5.0,9.53,2.95,15.93
908,11.0,23.04,4.0,29.63
909,11.0,12.77,1.74,15.9
910,5.0,2.23,0.62,4.96
911,47.0,10.79,0.0,9.47
912,17.0,12.23,1.67,17.48
913,43.0,6.01,0.21,6.8
914,18.0,21.44,6.77,33.38
915,13.0,28.12,2.48,32.71
916,22.0,24.12,3.31,31.84
917,10.0,9.35,1.38,7.02
918,16.0,22.44,1.17,24.7
919,3.0,3.49,0.02,3.99
920,35.0,24.5,3.78,31.86
921,21.0,3.69,0.78,5.35
922,13.0,6.82,1.21,9.15
923,3.0,11.07,1.08,7.2
924,17.0,8.18,0.49,9.44
925,6.0,16.74,4.64,23.53
926,54.0,17.93,1.92,24.2
927,23.0,7.93,2.61,12.41
928,8.0,8.16,1.5,6.06
929,12.0,20.79,4.52,27.27
930,6.0,42.83,13.37,64.85
931,11.0,7.4,1.03,9.92
932,31.0,32.11,11.77,50.62
933,23.0,14.02,2.44,18.92
934,88.0,5.97,0.35,6.97
935,42.0,3.61,0.26,4.48
936,30.0,6.15,1.05,8.23
937,24.0,39.48,9.15,55.4
938,12.0,6.1,0.48,7.29
939,15.0,3.97,0.29,0.38
940,6.0,4.85,1.42,8.87
941,14.0,24.27,10.58,42.24
942,53.0,4.57,0.42,5.23
943,15.0,29.9,9.24,44.65
944,57.0,16.89,0.67,18.38
945,23.0,35.51,5.83,44.91
946,26.0,16.33,1.22,21.52
947,33.0,9.55,0.43,10.67
948,15.0,8.85,0.64,10.36
949,29.0,1.43,0.53,2.68
950,48.0,24.5,10.02,40.33
951,10.0,5.85,1.46,8.55
952,28.0,11.01,1.26,17.07
953,24.0,9.32,1.05,11.4
954,15.0,5.67,1.39,10.47
955,15.0,30.2,6.19,40.15
956,15.0,12.52,1.01,14.53
957,23.0,4.55,0.55,5.86
958,22.0,12.74,0.54,14.03
959,17.0,8.52,1.35,10.5
960,16.0,32.78,5.68,43.08
961,13.0,15.63,3.63,22.99
962,6.0,30.15,9.73,45.53
963,5.0,9.48,2.1,13.16
964,26.0,18.3,2.07,21.94
965,11.0,33.85,13.89,55.96
966,5.0,1.39,0.0,1.0
967,18.0,8.38,1.95,11.83
968,19.0,14.29,8.01,20.86
969,39.0,8.83,1.33,11.33
970,9.0,5.49,0.71,2.27
971,28.0,16.49,6.81,27.39
972,14.0,11.48,0.65,6.94
973,42.0,8.69,3.55,14.03
974,18.0,7.95,1.72,11.6
975,19.0,31.31,5.37,40.81
976,7.0,5.29,1.03,6.58
977,18.0,20.69,13.66,42.09
978,24.0,9.63,0.33,10.61
979,20.0,12.81,1.66,15.81
980,9.0,22.79,8.54,36.35
981,11.0,18.29,1.42,20.08
982,21.0,8.77,1.29,11.21
983,8.0,6.95,0.01,6.91
984,3.0,17.85,9.63,33.55
985,77.0,16.68,1.47,21.01
986,41.0,12.26,3.51,19.37
987,9.0,5.71,2.98,10.83
988,4.0,5.43,1.3,9.25
989,28.0,22.37,13.67,52.63
990,106.0,16.58,0.56,17.9
991,23.0,21.74,1.99,26.35
992,45.0,5.28,1.18,7.55
993,21.0,10.78,2.69,18.32
994,24.0,21.75,1.84,27.35
995,14.0,10.7,2.65,15.22
996,24.0,9.9,1.06,11.38
997,11.0,8.75,1.35,6.4
998,46.0,14.49,5.11,22.98
999,18.0,18.7,1.52,22.45
1000,39.0,7.11,2.74,12.3
1001,6.0,6.8,2.14,10.55
1002,18.0,28.68,3.99,40.42
1003,19.0,38.51,2.76,44.16
1004,12.0,35.63,5.76,44.92
1005,18.0,24.35,1.24,26.71
1006,11.0,6.49,1.39,10.45
1007,49.0,7.43,1.97,13.82
1008,1.0,8.2,1.87,11.53
1009,27.0,9.74,0.07,9.73
1010,13.0,13.63,0.21,14.41
1011,30.0,9.79,2.29,13.65
1012,17.0,7.31,0.6,8.69
1013,11.0,50.25,8.02,61.92
1014,16.0,38.24,33.28,92.6
1015,13.0,5.37,1.4,10.65
1016,19.0,15.9,3.73,24.26
1017,1.0,21.86,2.26,25.82
1018,15.0,17.39,1.59,20.3
1019,38.0,1.31,0.14,1.98
1020,20.0,19.48,2.56,26.23
1021,32.0,9.29,1.05,14.05
1022,35.0,4.82,1.22,10.86
1023,39.0,16.91,0.35,17.91
1024,18.0,10.97,1.35,18.66
1025,6.0,13.01,3.68,20.33
1026,24.0,40.99,68.03,148.18
1027,18.0,44.58,13.6,65.88
1028,18.0,8.67,1.58,11.57
1029,25.0,41.5,1.77,44.71
1030,13.0,3.76,0.39,4.83
1031,2.0,19.16,4.99,23.04
1032,9.0,10.64,2.16,16.91
1033,11.0,18.82,1.57,21.69
1034,18.0,3.09,0.0,4.87
1035,23.0,15.9,1.01,17.9
1036,21.0,13.61,7.58,26.06
1037,24.0,18.49,6.42,28.81
1038,25.0,15.76,1.18,19.08
1039,17.0,13.3,1.99,17.21
1040,19.0,42.58,10.2,58.71
1041,19.0,10.95,2.33,14.99
1042,32.0,8.57,1.44,11.25
1043,18.0,3.72,0.01,4.2
1044,3.0,4.61,0.27,5.48
1045,8.0,12.99,1.8,16.21
1046,18.0,10.15,1.06,12.65
1047,18.0,15.51,2.22,19.38
1048,51.0,33.84,4.56,41.27
1049,17.0,13.78,3.0,21.29
1050,16.0,15.18,1.17,18.22
1051,50.0,3.6,0.02,4.1
1052,1.0,6.19,1.57,9.6
1053,30.0,21.37,2.23,25.1
1054,23.0,32.91,3.66,38.98
1055,14.0,16.16,4.49,23.51
1056,10.0,40.2,17.29,67.17
1057,10.0,7.97,2.12,11.69
1058,10.0,33.01,0.1,33.62
1059,31.0,15.14,3.42,24.4
1060,1.0,3.68,0.37,5.71
1061,14.0,9.07,4.13,16.45
1062,13.0,7.63,0.74,7.29
1063,14.0,3.83,1.12,7.35
1064,31.0,17.42,2.18,22.12
1065,9.0,3.96,0.65,5.42
1066,9.0,3.12,1.01,6.33
1067,14.0,14.86,2.98,22.9
1068,15.0,0.88,1.87,7.39
1069,15.0,20.74,2.56,25.13
1070,8.0,5.7,0.15,6.39
1071,18.0,6.84,1.68,9.38
1072,13.0,3.49,0.19,4.26
1073,17.0,22.59,2.23,26.81
1074,11.0,35.66,36.73,88.37
1075,24.0,17.76,4.56,20.16
1076,24.0,15.84,3.23,21.26
1077,11.0,21.72,1.99,23.58
1078,9.0,10.48,1.54,16.14
1079,38.0,34.31,3.2,41.03
1080,13.0,4.92,0.21,5.7
1081,18.0,27.18,1.36,30.54
1082,28.0,29.54,16.66,66.45
1083,28.0,17.27,4.55,24.72
1084,28.0,23.42,5.23,35.37
1085,12.0,13.02,2.95,19.52
1086,30.0,11.95,1.21,16.51
1087,21.0,10.72,3.11,16.77
1088,6.0,8.79,2.63,13.29
1089,28.0,17.28,0.96,19.21
1090,27.0,7.82,0.54,9.12
1091,17.0,26.77,7.06,38.05
1092,50.0,11.79,3.61,18.56
1093,30.0,11.52,1.94,14.32
1094,18.0,20.01,1.26,21.51
1095,15.0,4.14,1.05,6.37
1096,20.0,20.41,7.12,25.33
1097,11.0,20.52,5.25,29.04
1098,14.0,34.73,2.82,39.06
1099,25.0,7.21,0.91,11.52
1100,24.0,5.07,0.36,6.09
1101,14.0,13.11,4.53,21.98
1102,8.0,0.06,1.38,4.75
1103,45.0,3.93,0.1,4.55
1104,13.0,15.44,1.99,18.96
1105,12.0,8.71,1.57,11.58
1106,14.0,11.27,0.19,12.03
1107,35.0,14.93,0.04,15.45
1108,15.0,16.16,0.95,11.81
1109,15.0,21.51,9.32,36.96
1110,29.0,10.19,0.8,11.88
1111,23.0,4.83,1.16,7.08
1112,22.0,6.59,0.44,7.23
1113,16.0,8.83,3.22,15.2
1114,50.0,14.97,3.67,21.07
1115,17.0,1.07,0.65,2.89
1116,20.0,23.81,5.54,34.83
1117,11.0,21.08,3.91,26.4
1118,14.0,4.97,0.52,6.24
1119,35.0,56.83,70.48,165.35
1120,7.0,15.82,8.39,31.26
1121,32.0,3.05,0.24,3.88
1122,11.0,11.63,0.97,13.59
1123,7.0,12.76,1.24,16.14
1124,46.0,11.83,2.79,17.23
1125,7.0,1.39,1.15,6.29
1126,37.0,0.32,0.02,0.81
1127,26.0,5.98,1.27,8.27
1128,12.0,7.08,0.07,7.66
1129,33.0,18.63,11.15,36.89
1130,12.0,44.42,15.4,68.49
1131,16.0,7.3,2.64,12.48
1132,14.0,27.85,21.85,56.82
1133,6.0,12.62,1.83,15.89
1134,7.0,32.69,5.48,41.56
1135,29.0,13.37,5.37,22.07
1136,10.0,12.03,0.9,13.87
1137,2.0,10.1,2.67,14.05
1138,20.0,21.97,3.16,27.28
1139,10.0,19.28,2.31,23.28
1140,19.0,15.53,1.08,17.6
1141,102.0,44.29,13.13,64.88
1142,22.0,41.76,2.37,41.05
1143,12.0,6.98,2.75,11.66
1144,11.0,4.13,0.22,4.94
1145,21.0,26.47,7.16,39.74
1146,43.0,6.2,0.7,7.86
1147,34.0,21.1,9.08,37.1
1148,22.0,22.49,0.75,25.71
1149,17.0,45.01,41.13,108.53
1150,15.0,13.98,0.91,15.83
1151,26.0,10.22,0.94,12.0
1152,35.0,37.21,15.87,62.0
1153,19.0,7.04,0.36,8.06
1154,14.0,8.78,3.12,14.17
1155,13.0,17.23,5.02,29.11
1156,16.0,22.69,4.67,29.93
1157,19.0,29.9,23.37,59.73
1158,18.0,14.87,2.02,18.43
1159,27.0,34.39,16.33,59.88
1160,9.0,23.3,5.96,33.25
1161,6.0,24.45,7.35,36.18
1162,8.0,15.54,3.43,20.5
1163,27.0,19.43,0.66,20.1
1164,23.0,10.91,2.68,16.35
1165,21.0,19.62,0.72,21.18
1166,3.0,11.7,2.83,16.49
1167,36.0,14.64,4.65,27.39
1168,33.0,16.98,3.99,23.56
1169,6.0,2.36,0.56,4.84
1170,1.0,57.41,49.02,132.96
1171,39.0,16.6,3.8,24.49
1172,14.0,11.74,1.97,18.36
1173,7.0,5.7,2.64,12.06
1174,17.0,6.95,2.41,12.54
1175,15.0,11.61,1.12,14.81
1176,25.0,8.97,0.84,10.72
1177,19.0,28.97,11.77,46.62
1178,23.0,12.88,5.03,21.76
1179,53.0,12.92,1.98,17.11
1180,19.0,19.37,3.23,24.78
1181,8.0,3.4,1.07,5.51
1182,26.0,17.46,2.21,26.47
1183,13.0,16.18,2.04,19.93
1184,28.0,11.41,2.2,17.76
1185,32.0,6.22,0.57,7.47
1186,12.0,6.32,0.61,7.74
1187,16.0,16.43,3.88,22.84
1188,9.0,60.16,18.08,85.36
1189,14.0,9.36,1.59,12.27
1190,5.0,10.92,5.2,20.69
1191,56.0,7.99,2.63,17.62
1192,17.0,20.16,1.68,23.2
1193,37.0,40.15,17.41,60.02
1194,14.0,19.58,2.25,23.85
1195,22.0,16.12,3.15,21.42
1196,31.0,7.61,0.85,9.15
1197,7.0,7.23,1.91,11.28
1198,10.0,12.58,2.49,17.34
1199,17.0,13.17,1.77,17.56
1200,25.0,19.32,4.09,26.81
1201,13.0,19.88,5.06,31.9
1202,27.0,10.51,1.49,13.26
1203,45.0,14.57,2.15,19.39
1204,9.0,12.2,3.56,17.46
1205,35.0,19.98,2.12,24.66
1206,22.0,14.95,2.35,22.65
1207,6.0,6.42,1.79,10.97
1208,22.0,8.35,2.93,8.19
1209,13.0,17.8,2.99,21.79
1210,5.0,28.84,1.47,32.9
1211,25.0,17.97,5.8,29.52
1212,19.0,4.96,0.0,4.75
1213,49.0,39.25,6.08,49.03
1214,27.0,22.9,1.28,25.33
1215,19.0,1.97,0.45,1.08
1216,49.0,8.1,1.95,12.97
1217,38.0,32.1,6.54,42.6
1218,13.0,52.31,32.29,102.4
1219,45.0,32.27,4.13,41.14
1220,16.0,34.05,14.74,56.2
1221,26.0,4.35,1.14,9.23
1222,20.0,4.99,0.36,6.01
1223,16.0,14.79,2.89,15.46
1224,21.0,16.7,3.13,21.97
1225,32.0,15.09,1.47,17.81
1226,29.0,0.5,0.05,0.93
1227,14.0,13.87,4.54,22.77
1228,20.0,3.38,1.22,7.1
1229,53.0,13.87,0.24,14.7
1230,32.0,6.7,1.23,12.71
1231,20.0,27.52,1.88,31.88
1232,8.0,10.68,1.51,12.86
1233,19.0,25.91,12.68,45.81
1234,6.0,13.09,1.06,16.88
1235,15.0,12.77,3.28,18.27
1236,5.0,12.62,1.72,15.72
1237,35.0,17.72,1.88,24.68
1238,35.0,10.54,3.15,15.84
1239,47.0,2.0,0.93,3.89
1240,4.0,13.14,2.81,17.92
1241,28.0,6.47,2.69,16.21
1242,13.0,21.9,1.04,23.96
1243,25.0,20.66,17.48,49.53
1244,21.0,7.84,1.77,12.11
1245,20.0,35.79,1.37,36.99
1246,33.0,4.22,2.05,7.83
1247,7.0,14.94,3.43,21.87
1248,51.0,7.51,0.44,9.89
1249,22.0,23.86,3.69,29.89
1250,19.0,12.14,5.5,14.99
1251,13.0,8.53,1.87,11.3
1252,12.0,18.03,0.61,18.6
1253,18.0,18.89,2.34,23.93
1254,2.0,28.3,1.66,31.62
1255,23.0,54.14,41.27,120.82
1256,53.0,18.38,5.35,27.05
1257,28.0,12.51,0.07,14.12
1258,2.0,17.22,2.74,17.23
1259,32.0,21.82,1.41,26.98
1260,22.0,4.5,0.77,5.71
1261,21.0,11.56,0.56,12.89
1262,11.0,4.2,0.91,7.4
1263,4.0,17.96,4.57,24.6
1264,25.0,9.05,0.73,10.07
1265,11.0,4.58,2.94,10.01
1266,13.0,13.38,3.37,20.1
1267,39.0,17.91,3.46,24.46
1268,14.0,15.76,3.09,20.95
1269,18.0,26.01,5.6,35.06
1270,6.0,6.65,3.16,12.48
1271,22.0,16.46,5.27,19.85
1272,12.0,9.52,0.55,10.82
1273,25.0,5.92,0.37,6.95
1274,10.0,15.47,0.1,15.34
1275,10.0,14.22,3.76,21.64
1276,21.0,12.42,3.55,19.31
1277,8.0,13.41,4.04,19.56
1278,8.0,12.04,2.1,16.77
1279,19.0,6.48,1.99,10.54
1280,27.0,13.33,5.11,22.73
1281,11.0,1.01,0.03,1.53
1282,13.0,12.58,0.92,14.46
1283,35.0,8.77,2.58,14.31
1284,25.0,21.23,2.82,26.01
1285,32.0,7.11,0.79,8.67
1286,20.0,12.5,2.64,17.01
1287,18.0,19.03,6.63,30.31
1288,13.0,43.33,1.74,45.31
1289,25.0,24.54,4.1,31.29
1290,18.0,12.2,1.63,16.47
1291,48.0,11.49,2.12,16.46
1292,15.0,16.39,4.66,24.0
1293,22.0,12.46,0.68,13.91
1294,33.0,11.35,2.3,16.56
1295,36.0,13.94,1.5,16.71
1296,11.0,32.14,10.0,43.84
1297,14.0,9.95,4.34,17.35
1298,16.0,11.6,2.78,18.79
1299,11.0,12.67,9.07,29.0
1300,15.0,11.15,2.76,17.18
1301,14.0,15.51,5.53,18.23
1302,21.0,16.02,6.92,35.09
1303,18.0,16.08,3.12,23.93
1304,20.0,36.89,4.96,46.82
1305,16.0,10.69,2.39,14.19
1306,20.0,6.49,0.36,7.51
1307,17.0,22.89,1.37,24.48
1308,5.0,13.85,5.68,18.76
1309,53.0,9.42,1.03,11.47
1310,45.0,9.99,2.0,12.92
1311,43.0,1.71,0.98,3.69
1312,31.0,4.79,0.33,5.32
1313,12.0,3.4,0.91,6.61
1314,23.0,12.36,2.73,17.98
1315,17.0,10.21,0.76,11.83
1316,13.0,11.85,2.6,16.31
1317,31.0,21.28,2.28,28.71
1318,37.0,18.39,6.31,22.67
1319,8.0,33.2,10.99,50.78
1320,22.0,3.22,2.44,8.65
1321,10.0,10.03,0.86,13.18
1322,14.0,35.18,39.66,96.45
1323,54.0,19.19,2.61,27.25
1324,26.0,18.76,8.55,32.19
1325,8.0,8.5,1.99,12.02
1326,1.0,1.78,1.22,4.6
1327,14.0,13.1,0.96,15.28
1328,16.0,3.38,0.39,4.44
1329,36.0,12.59,1.18,17.34
1330,21.0,6.27,0.52,8.75
1331,24.0,8.96,2.52,13.57
1332,22.0,11.63,1.71,17.84
1333,27.0,8.45,1.92,13.5
1334,17.0,11.15,1.62,15.07
1335,14.0,13.35,2.13,17.08
1336,19.0,2.62,0.01,3.09
1337,17.0,27.48,6.17,37.55
1338,15.0,4.92,0.75,7.89
1339,39.0,8.48,0.59,9.85
1340,14.0,11.26,3.54,19.05
1341,13.0,20.45,6.02,30.39
1342,2.0,42.37,36.12,100.81
1343,31.0,4.7,0.05,5.24
1344,13.0,13.67,3.49,19.49
1345,2.0,8.58,1.28,11.01
1346,17.0,10.24,2.71,15.02
1347,17.0,16.21,1.09,18.26
1348,17.0,18.82,2.21,22.68
1349,16.0,14.65,0.89,16.48
1350,16.0,24.74,0.84,25.29
1351,15.0,1.78,0.21,2.57
1352,27.0,20.79,3.58,29.62
1353,23.0,12.17,2.85,17.01
1354,32.0,3.66,1.22,9.71
1355,24.0,23.38,2.63,27.87
1356,18.0,19.58,7.59,31.68
1357,15.0,10.16,3.28,17.11
1358,11.0,37.0,11.09,54.47
1359,30.0,16.99,1.27,15.14
1360,21.0,8.27,0.68,9.77
1361,34.0,10.31,1.09,12.94
1362,23.0,18.83,5.29,27.63
1363,22.0,12.84,4.06,19.53
1364,8.0,10.64,1.09,12.77
1365,14.0,9.57,0.62,10.99
1366,1.0,3.66,0.77,5.31
1367,15.0,2.9,0.43,4.02
1368,24.0,29.74,17.25,56.65
1369,26.0,44.35,24.6,77.7
1370,18.0,15.42,1.22,20.17
1371,24.0,13.61,4.07,20.31
1372,55.0,7.57,0.18,8.31
1373,13.0,17.66,0.9,19.5
1374,57.0,14.01,0.7,18.39
1375,41.0,6.87,1.86,9.67
1376,22.0,1.45,0.08,2.04
1377,79.0,33.23,4.01,41.16
1378,9.0,5.32,1.94,9.23
1379,24.0,17.7,2.83,24.54
1380,6.0,6.85,2.29,12.15
1381,14.0,0.87,2.5,6.42
1382,19.0,6.27,1.35,8.8
1383,32.0,2.37,0.05,2.92
1384,27.0,28.99,10.33,43.25
1385,22.0,13.51,2.58,18.56
1386,22.0,9.08,2.47,13.81
1387,22.0,7.58,1.88,12.03
1388,42.0,32.14,4.11,42.25
1389,10.0,2.17,0.6,4.89
1390,16.0,8.79,0.25,10.78
1391,21.0,8.99,2.32,13.94
1392,36.0,3.92,1.01,7.24
1393,22.0,3.31,0.35,4.31
1394,26.0,5.64,0.03,6.14
1395,10.0,41.87,11.79,60.4
1396,15.0,10.36,2.69,14.34
1397,30.0,10.78,2.91,15.71
1398,22.0,4.45,0.0,4.03
1399,16.0,13.19,1.21,16.48
1400,47.0,20.08,2.12,25.34
1401,11.0,20.82,6.81,33.96
1402,11.0,16.78,4.43,19.8
1403,10.0,25.8,5.52,36.33
1404,17.0,14.87,3.55,20.7
1405,11.0,10.29,1.04,12.34
1406,15.0,4.92,0.31,1.68
1407,20.0,16.2,3.24,23.67
1408,23.0,32.34,13.78,53.92
1409,11.0,7.87,2.39,14.92
1410,15.0,7.72,2.18,11.41
1411,13.0,18.87,0.83,20.6
1412,37.0,12.7,0.97,14.66
1413,24.0,1.23,0.39,2.29
1414,24.0,15.71,2.78,20.34
1415,42.0,24.45,4.78,34.74
1416,23.0,5.15,0.37,6.18
1417,46.0,12.22,1.24,14.59
1418,8.0,22.66,0.48,23.85
1419,40.0,10.56,0.85,5.99
1420,23.0,3.78,0.57,5.12
1421,27.0,6.74,0.94,9.78
1422,19.0,6.82,0.99,8.8
1423,32.0,0.72,0.02,1.18
1424,12.0,16.38,3.01,22.6
1425,27.0,23.26,3.13,28.51
1426,24.0,20.08,4.83,28.64
1427,26.0,18.5,2.08,23.23
1428,10.0,9.22,2.47,14.37
1429,10.0,11.27,1.01,12.65
1430,25.0,23.34,4.07,29.96
1431,22.0,9.24,1.86,16.23
1432,7.0,0.48,0.02,0.99
1433,22.0,14.9,1.93,18.32
1434,17.0,20.96,3.2,26.56
1435,20.0,9.47,1.95,14.18
1436,18.0,12.45,1.22,17.24
1437,21.0,26.19,1.13,28.86
1438,38.0,20.98,4.14,27.79
1439,13.0,20.27,3.63,24.29
1440,43.0,11.97,0.86,9.12
1441,15.0,42.78,13.05,63.25
1442,5.0,20.8,1.34,24.15
1443,9.0,7.5,3.19,7.07
1444,11.0,20.77,1.3,23.93
1445,8.0,16.78,1.41,18.34
1446,11.0,4.41,0.95,6.33
1447,29.0,17.54,1.08,22.54
1448,7.0,21.89,1.76,24.88
1449,73.0,2.23,0.21,3.01
1450,16.0,6.99,3.41,13.73
1451,17.0,16.17,3.22,21.57
1452,34.0,34.66,8.9,48.76
1453,58.0,13.23,1.82,18.16
1454,14.0,46.71,20.73,79.06
1455,11.0,11.28,0.0,12.78
1456,14.0,13.07,3.84,19.42
1457,23.0,18.92,0.47,20.83
1458,22.0,6.45,0.21,6.75
1459,20.0,27.83,1.11,29.99
1460,17.0,6.67,0.35,7.96
1461,29.0,15.68,7.84,23.09
1462,10.0,9.14,2.15,12.26
1463,25.0,3.63,2.13,2.28
1464,26.0,26.98,1.27,30.35
1465,12.0,14.53,3.3,20.05
1466,10.0,7.26,1.32,9.24
1467,27.0,5.62,1.61,8.93
1468,24.0,11.81,2.5,16.68
1469,8.0,10.93,1.11,13.5
1470,32.0,14.68,1.84,17.96
1471,8.0,12.47,5.05,21.51
1472,20.0,6.46,0.09,8.27
1473,30.0,18.39,1.0,20.3
1474,16.0,6.94,0.58,8.3
1475,30.0,18.29,3.14,32.21
1476,21.0,10.43,1.15,14.84
1477,14.0,12.27,2.52,16.6
1478,11.0,8.94,1.53,11.75
1479,14.0,11.03,2.54,10.94
1480,5.0,19.94,5.04,28.94
1481,14.0,7.17,1.12,9.83
1482,16.0,23.1,4.47,30.94
1483,34.0,4.84,0.46,6.0
1484,7.0,13.0,2.18,17.5
1485,36.0,16.24,0.95,19.17
1486,22.0,11.99,1.51,14.77
1487,17.0,8.26,4.12,10.72
1488,9.0,7.5,3.72,13.78
1489,29.0,15.81,1.01,17.82
1490,32.0,22.24,3.71,28.39
1491,5.0,13.81,3.18,19.15
1492,7.0,10.08,6.24,20.27
1493,8.0,16.9,1.21,20.54
1494,44.0,38.29,5.68,47.28
1495,15.0,5.86,0.61,8.37
1496,12.0,34.94,20.45,64.39
1497,20.0,20.88,5.22,22.81
1498,20.0,14.42,1.15,16.65
1499,44.0,11.08,1.71,14.17
1500,19.0,18.91,4.28,26.63
1501,19.0,26.18,8.58,39.8
1502,18.0,9.76,1.72,12.85
1503,25.0,6.45,0.13,7.11
1504,9.0,14.67,4.02,21.22
1505,24.0,17.67,0.5,19.78
1506,24.0,21.2,3.06,28.69
1507,27.0,8.89,0.95,13.66
1508,13.0,2.52,0.37,2.72
1509,9.0,15.38,4.67,22.99
1510,26.0,20.69,2.27,25.58
1511,42.0,10.04,1.9,15.61
1512,20.0,4.45,0.21,5.23
1513,4.0,7.77,1.85,11.07
1514,7.0,13.61,5.13,23.98
1515,2.0,14.06,4.08,20.78
1516,21.0,3.88,1.55,1.56
1517,21.0,12.11,1.47,10.38
1518,19.0,27.54,1.94,30.98
1519,14.0,8.24,2.95,13.22
1520,21.0,14.98,1.5,19.92
