PM10,NO2,NO,NOX,IQA,clusters
14.0,7.78,0.24,9.84,29,0
7.0,14.99,0.89,18.73,37,0
3.0,29.06,4.34,39.43,79,1
18.0,23.14,5.66,34.96,70,1
25.0,17.97,5.8,29.52,59,1
31.0,9.36,2.04,14.33,61,1
16.0,12.04,2.91,18.59,37,0
12.0,21.73,5.24,32.79,66,1
13.0,34.87,2.09,42.35,85,2
25.0,18.27,0.65,21.95,51,1
21.0,10.95,0.57,13.81,42,0
19.0,5.77,0.09,7.4,38,0
11.0,3.56,0.24,5.21,21,0
11.0,12.85,0.92,16.42,33,0
15.0,18.61,3.5,26.7,53,1
14.0,15.67,4.03,24.28,49,1
14.0,14.47,3.96,22.85,46,1
15.0,6.14,1.63,10.16,29,0
12.0,8.76,1.91,13.46,27,0
15.0,17.61,3.5,25.6,51,1
23.0,26.9,4.87,37.88,76,1
18.0,16.72,1.24,21.17,42,1
27.0,6.92,0.73,9.64,53,1
18.0,8.39,1.41,12.28,35,0
13.0,9.97,1.63,13.0,26,0
10.0,15.57,0.96,17.66,35,0
17.0,20.96,3.2,26.56,53,1
31.0,13.14,2.45,17.48,63,1
18.0,14.04,3.5,20.01,40,0
13.0,8.81,1.4,11.48,25,0
16.0,9.18,1.86,12.55,31,0
13.0,16.18,2.04,19.93,40,0
13.0,28.12,2.48,32.71,65,1
15.0,17.95,0.77,19.78,40,0
15.0,8.85,0.64,10.36,30,0
17.0,8.18,0.49,9.44,33,0
19.0,4.55,0.5,5.77,38,0
12.0,6.32,0.61,7.74,23,0
14.0,7.69,0.73,9.31,28,0
22.0,8.0,1.26,10.44,45,0
22.0,8.83,1.53,11.69,45,0
12.0,6.04,1.17,8.31,25,0
41.0,8.97,1.22,11.36,81,3
20.0,10.86,2.9,15.86,41,0
10.0,28.74,1.4,31.7,63,1
12.0,21.03,0.87,23.06,46,1
17.0,9.94,0.73,11.59,34,0
17.0,6.74,0.67,8.26,34,0
15.0,4.78,0.67,6.17,29,0
17.0,16.21,1.09,18.26,37,0
17.0,26.76,3.97,33.23,66,1
34.0,19.32,4.89,27.2,68,1
27.0,17.73,4.07,24.34,55,1
20.0,20.82,2.92,25.68,51,1
22.0,23.86,3.69,29.89,60,1
25.0,23.65,3.14,28.85,58,1
33.0,43.77,1.63,46.67,93,2
30.0,18.39,1.0,20.3,59,1
27.0,11.6,0.62,12.92,55,1
23.0,9.65,0.48,10.75,46,0
17.0,11.46,0.61,12.76,35,0
20.0,24.58,1.46,27.19,54,1
27.0,37.03,5.72,46.19,92,2
29.0,27.24,3.05,32.3,65,1
29.0,42.82,9.69,58.09,116,2
24.0,15.71,2.78,20.34,47,1
28.0,15.3,2.45,19.43,57,1
25.0,23.34,4.07,29.96,60,1
21.0,32.72,1.1,34.8,70,1
32.0,26.21,1.26,28.53,65,1
24.0,19.28,0.74,20.78,48,1
29.0,10.59,0.67,11.99,58,1
23.0,9.19,0.67,10.6,47,0
21.0,22.69,1.01,24.68,49,1
26.0,46.26,12.32,65.65,131,2
37.0,34.39,2.73,39.04,78,1
32.0,45.56,10.28,61.82,124,2
56.0,17.93,2.47,22.14,112,3
32.0,20.82,3.11,26.02,65,1
28.0,35.02,2.25,38.94,78,1
25.0,41.5,1.77,44.71,89,2
32.0,21.19,1.1,23.31,64,1
23.0,14.47,0.92,16.29,47,1
25.0,11.74,0.61,13.07,51,1
22.0,12.46,0.68,13.91,43,0
22.0,18.73,0.93,20.57,44,1
23.0,37.71,6.76,48.56,97,2
16.0,19.37,1.29,21.77,44,1
19.0,42.58,10.2,58.71,117,2
26.0,18.87,1.35,21.37,51,1
26.0,30.38,2.16,34.15,68,1
35.0,17.2,1.74,20.28,69,1
19.0,15.53,1.08,17.6,39,0
25.0,9.34,0.67,10.77,49,1
32.0,6.22,0.57,7.47,63,1
19.0,10.58,0.61,11.91,39,0
17.0,7.34,0.68,9.35,34,0
20.0,14.05,0.97,16.51,39,0
22.0,56.96,31.71,106.69,213,4
30.0,37.83,4.8,46.24,92,2
37.0,36.24,12.13,55.89,112,2
34.0,10.31,1.09,12.94,68,1
35.0,15.8,1.36,18.87,70,1
37.0,15.28,1.44,18.47,73,1
33.0,51.4,5.26,60.56,121,2
39.0,11.77,0.92,14.14,79,3
29.0,5.41,0.61,7.29,57,1
28.0,3.74,0.61,5.62,56,1
25.0,11.17,0.53,12.95,50,1
17.0,23.59,3.12,29.39,59,1
21.0,28.68,5.33,37.87,76,1
41.0,21.01,4.64,29.13,83,3
39.0,15.63,4.54,23.57,79,3
37.0,7.79,2.44,12.49,74,1
29.0,7.24,2.45,11.94,59,1
37.0,15.29,3.81,22.11,73,1
32.0,18.16,4.31,25.76,63,1
38.0,21.4,2.22,25.81,75,1
32.0,12.97,1.52,16.27,65,1
28.0,9.74,0.83,11.98,57,1
32.0,7.11,0.79,8.67,64,1
26.0,10.22,0.94,12.0,51,1
30.0,9.79,2.29,13.65,60,1
32.0,8.45,1.45,11.01,65,1
31.0,12.73,3.23,18.01,61,1
17.0,13.08,2.22,16.82,34,0
15.0,7.72,2.18,11.41,30,0
24.0,13.95,1.92,17.23,47,1
21.0,20.12,1.24,22.34,45,1
28.0,12.17,0.84,13.79,56,1
23.0,11.64,0.91,13.38,46,1
26.0,5.98,1.27,8.27,52,1
35.0,2.37,0.68,3.76,71,1
24.0,13.99,1.38,16.43,48,1
22.0,29.18,8.29,42.2,84,2
25.0,15.56,3.74,21.62,51,1
26.0,18.76,8.55,32.19,64,1
51.0,10.6,3.98,17.05,103,3
39.0,8.66,2.98,13.58,79,3
27.0,16.23,7.45,27.97,56,1
19.0,22.9,3.05,27.89,56,1
23.0,23.37,1.21,25.53,51,1
30.0,21.37,2.23,25.1,60,1
21.0,7.64,0.84,9.26,42,0
15.0,4.38,0.61,5.58,31,0
11.0,11.06,1.37,13.38,27,0
10.0,24.69,8.02,37.1,74,1
17.0,11.36,3.23,16.52,34,0
23.0,24.31,10.99,41.28,83,2
18.0,7.67,1.92,10.86,36,0
16.0,16.12,5.76,25.13,50,1
18.0,26.93,13.06,47.05,94,2
41.0,20.77,4.29,27.49,81,3
20.0,9.84,2.19,13.43,41,0
10.0,4.78,0.61,5.98,20,0
5.0,3.41,0.61,4.61,10,0
2.0,3.14,0.61,4.34,9,0
31.0,7.61,0.85,9.15,61,1
15.0,20.77,4.49,27.8,56,1
8.0,10.39,2.02,13.71,27,0
4.0,13.87,5.96,23.19,46,0
2.0,8.11,2.67,12.43,25,0
44.0,6.97,2.15,10.51,87,3
22.0,11.89,2.42,15.81,43,0
11.0,14.59,2.98,19.35,39,0
5.0,5.66,1.14,7.67,15,0
41.0,4.46,0.86,6.04,82,3
21.0,2.71,0.74,4.12,41,0
22.0,2.34,1.0,4.77,44,0
11.0,7.75,1.78,11.49,23,0
9.0,24.33,14.03,47.22,94,2
4.0,10.13,4.73,18.44,37,0
2.0,17.95,10.19,34.82,70,1
11.0,8.97,3.19,14.91,30,0
42.0,12.72,4.57,20.84,84,3
21.0,16.98,4.6,25.25,51,1
11.0,27.72,6.89,39.73,79,1
5.0,20.8,1.34,24.15,48,1
17.0,5.7,0.94,8.11,33,0
8.0,3.44,0.82,5.61,17,0
4.0,2.08,0.71,4.05,8,0
7.0,17.31,1.84,21.36,43,0
4.0,27.27,9.15,42.75,85,2
2.0,10.02,2.91,15.53,31,0
1.0,31.3,12.8,52.45,105,2
32.0,13.15,2.77,18.53,63,1
18.0,14.59,3.75,21.51,43,1
18.0,26.12,6.84,38.02,76,1
18.0,38.95,4.81,48.01,96,2
25.0,15.1,1.2,18.12,50,1
14.0,16.53,3.13,22.52,45,1
18.0,12.03,2.03,16.25,35,0
11.0,6.01,0.98,9.55,23,0
44.0,20.64,1.79,25.86,88,3
22.0,30.72,7.84,45.51,91,2
11.0,38.51,9.47,56.02,112,2
7.0,21.46,4.17,30.35,61,1
46.0,11.78,2.64,18.04,91,3
27.0,8.45,1.92,13.5,55,1
17.0,19.86,4.02,28.48,57,1
12.0,39.44,4.7,49.65,99,2
28.0,18.11,1.33,22.54,55,1
20.0,11.71,0.81,15.16,40,0
28.0,10.19,2.02,15.45,56,1
53.0,5.29,0.74,8.45,105,3
26.0,7.56,0.82,10.91,52,1
13.0,17.7,3.24,25.04,50,1
6.0,18.02,2.44,24.16,48,1
3.0,18.08,3.24,25.44,51,1
10.0,5.88,1.24,9.82,20,0
13.0,5.95,1.57,10.39,26,0
14.0,15.92,2.48,22.06,44,1
11.0,22.5,2.7,29.16,58,1
12.0,8.82,1.06,12.57,25,0
23.0,5.49,0.7,8.58,46,0
21.0,4.45,0.69,7.51,42,0
15.0,4.96,1.08,7.67,31,0
18.0,18.7,1.52,22.45,45,1
19.0,47.1,33.06,99.94,200,4
35.0,24.5,3.78,31.86,70,1
48.0,30.67,8.47,45.38,96,2
38.0,32.0,3.47,39.09,78,1
41.0,21.1,3.41,27.81,83,3
36.0,52.19,8.2,67.04,134,2
38.0,34.31,3.2,41.03,82,2
52.0,9.62,1.06,12.44,105,3
49.0,8.43,0.75,10.74,98,3
47.0,3.43,0.82,5.71,93,3
37.0,7.47,0.95,10.06,73,1
32.0,13.19,4.07,20.71,64,1
20.0,23.47,9.16,39.05,78,1
28.0,9.68,3.78,16.66,56,1
29.0,15.61,6.14,26.36,58,1
26.0,7.96,2.39,12.77,52,1
29.0,12.63,3.42,19.13,57,1
38.0,14.94,4.44,23.06,76,1
25.0,13.47,2.6,18.73,50,1
25.0,8.13,1.07,10.92,50,1
23.0,3.79,0.94,6.26,46,0
19.0,2.1,0.82,4.34,38,0
14.0,3.92,0.83,5.77,28,0
24.0,13.55,1.58,16.62,48,1
15.0,28.15,6.78,39.31,79,1
22.0,23.16,5.34,32.07,64,1
22.0,31.36,13.62,53.04,106,2
17.0,10.24,2.71,15.02,33,0
9.0,12.13,2.83,17.12,34,0
11.0,21.22,8.45,34.89,70,1
16.0,17.29,5.13,25.84,52,1
23.0,23.12,2.23,27.27,55,1
28.0,13.7,1.22,16.23,55,1
18.0,7.75,0.77,9.54,37,0
43.0,6.2,0.7,7.86,86,3
21.0,16.38,2.28,20.56,43,1
11.0,33.85,13.89,55.96,112,2
13.0,20.45,6.02,30.39,61,1
26.0,22.18,8.93,36.59,73,1
15.0,8.69,2.34,12.89,30,0
46.0,14.49,5.11,22.98,92,3
23.0,18.83,5.29,27.63,55,1
11.0,21.0,5.97,30.87,62,1
6.0,8.79,2.03,12.5,25,0
17.0,7.18,0.95,9.23,34,0
15.0,4.28,0.74,5.98,30,0
14.0,3.3,0.6,4.56,28,0
8.0,11.53,1.6,14.3,29,0
6.0,28.34,8.02,40.91,82,2
18.0,14.79,6.12,24.49,49,1
22.0,19.66,10.82,36.54,73,1
18.0,12.37,4.22,19.15,38,0
17.0,10.92,3.63,16.8,34,0
13.0,21.85,6.65,32.34,65,1
44.0,38.29,5.68,47.28,95,2
22.0,21.97,1.73,24.91,50,1
11.0,10.83,0.99,12.67,25,0
6.0,5.24,0.68,6.61,13,0
3.0,4.4,0.75,5.87,12,0
1.0,11.93,2.06,15.41,31,0
36.0,20.17,6.75,30.81,72,1
18.0,9.52,3.12,14.62,36,0
9.0,18.89,5.9,28.23,56,1
37.0,9.69,3.32,15.1,73,1
55.0,8.27,2.94,13.1,109,3
27.0,17.7,5.72,26.77,55,1
14.0,26.39,3.41,31.91,64,1
7.0,21.89,1.76,24.88,50,1
3.0,21.13,2.09,24.63,49,1
15.0,9.87,1.39,12.31,31,0
14.0,7.17,1.12,9.83,28,0
14.0,7.53,1.15,10.23,27,0
10.0,12.58,2.49,17.34,35,0
20.0,12.35,2.6,17.28,40,0
22.0,10.83,2.95,16.29,43,0
17.0,5.51,1.62,8.93,33,0
11.0,6.28,1.64,9.74,21,0
16.0,11.9,2.13,16.1,32,0
14.0,13.75,2.3,18.22,36,0
11.0,7.4,1.03,9.92,21,0
18.0,2.56,0.71,4.58,36,0
13.0,1.24,0.61,3.1,26,0
14.0,7.01,2.55,11.85,29,0
10.0,26.21,10.25,42.88,86,2
14.0,37.2,36.91,94.75,190,4
22.0,9.08,2.47,13.81,45,0
20.0,10.84,3.25,16.76,39,0
10.0,5.85,1.82,9.59,20,0
11.0,6.19,1.38,9.24,21,0
7.0,9.64,1.81,13.36,27,0
17.0,9.23,1.44,12.37,35,0
21.0,3.1,0.69,5.09,41,0
17.0,1.07,0.65,2.89,33,0
13.0,3.91,2.29,8.36,27,0
19.0,6.28,4.79,14.52,38,0
18.0,18.37,5.51,27.64,55,1
12.0,33.47,16.88,60.09,120,2
28.0,21.63,6.77,32.81,66,1
18.0,20.48,7.48,32.76,66,1
43.0,13.02,2.35,17.48,86,3
66.0,8.26,1.35,11.22,133,3
33.0,13.78,1.83,17.43,66,1
17.0,22.59,2.23,26.81,54,1
8.0,10.93,1.11,13.5,27,0
9.0,6.06,0.93,8.39,18,0
5.0,6.12,1.18,8.83,18,0
34.0,4.07,1.05,6.59,68,1
17.0,13.3,1.99,17.21,34,0
8.0,33.2,10.99,50.78,102,2
4.0,10.34,2.8,15.51,31,0
12.0,24.51,9.09,39.24,78,1
8.0,14.55,3.44,20.67,41,0
14.0,13.15,3.99,20.12,40,0
17.0,23.79,5.63,33.21,66,1
16.0,30.38,6.94,41.78,84,2
21.0,12.24,1.09,14.77,42,0
18.0,10.15,1.06,12.65,36,0
16.0,6.26,0.87,8.49,32,0
53.0,12.92,1.98,17.11,106,3
27.0,9.77,3.14,15.68,53,1
13.0,22.54,7.89,35.95,72,1
17.0,22.45,7.35,35.04,70,1
9.0,21.89,10.44,39.2,78,1
12.0,12.32,3.73,19.18,38,0
9.0,11.22,3.54,17.78,36,0
9.0,17.23,6.05,27.73,55,1
10.0,26.85,2.4,31.92,64,1
14.0,10.78,1.85,14.74,29,0
15.0,8.41,1.34,11.55,29,0
18.0,4.48,0.6,6.41,36,0
10.0,3.4,0.72,5.5,21,0
6.0,11.72,1.89,15.75,31,0
40.0,29.76,7.71,43.03,86,2
20.0,19.78,3.6,26.57,53,1
10.0,23.75,10.41,41.05,82,2
5.0,19.94,5.04,28.94,58,1
6.0,15.31,5.84,25.46,51,1
9.0,35.66,6.09,46.54,93,2
13.0,25.7,4.92,34.63,69,1
12.0,10.63,1.51,14.06,28,0
8.0,5.35,0.87,7.72,16,0
6.0,2.62,1.09,5.27,11,0
47.0,5.68,2.33,10.23,94,3
23.0,16.21,1.62,19.78,47,1
12.0,14.7,3.16,20.62,41,0
13.0,14.81,7.22,26.96,54,1
6.0,12.53,6.19,23.07,46,0
5.0,9.71,2.53,14.6,29,0
39.0,7.11,2.74,12.3,78,3
20.0,16.05,7.83,29.13,58,1
18.0,19.03,6.63,30.31,61,1
9.0,11.38,1.62,14.91,30,0
4.0,6.04,1.41,9.19,18,0
2.0,3.99,1.39,7.1,14,0
3.0,2.71,1.14,5.41,11,0
2.0,3.82,1.65,7.32,15,0
8.0,3.93,1.41,7.07,16,0
4.0,7.16,2.47,11.95,24,0
3.0,9.02,2.82,14.37,29,0
1.0,6.19,1.57,9.6,19,0
38.0,5.09,1.27,8.01,76,3
19.0,6.48,1.99,10.54,38,0
10.0,6.7,1.82,10.49,21,0
6.0,4.2,1.54,7.53,15,0
3.0,2.51,1.22,5.33,11,0
1.0,1.78,1.22,4.6,9,0
3.0,0.85,1.09,4.11,8,0
2.0,7.35,2.37,12.72,25,0
9.0,20.32,11.33,39.66,79,1
5.0,10.92,5.2,20.69,41,0
5.0,13.36,5.52,23.66,47,1
3.0,14.22,7.44,27.49,55,1
2.0,14.42,5.43,24.61,49,1
3.0,28.61,7.75,42.61,85,2
42.0,28.43,2.61,34.56,84,3
21.0,13.84,1.94,18.66,42,0
10.0,6.07,1.45,10.02,21,0
19.0,3.45,1.21,6.97,37,0
9.0,3.12,1.01,6.33,19,0
5.0,8.2,1.46,12.19,24,0
13.0,20.1,5.91,31.12,62,1
7.0,12.24,3.13,18.87,38,0
3.0,11.53,4.14,19.69,39,0
8.0,14.12,4.61,23.04,46,1
8.0,15.15,4.49,23.91,48,1
10.0,25.8,5.52,36.33,73,1
7.0,25.4,4.88,34.95,70,1
15.0,11.15,2.76,17.18,34,0
10.0,4.29,1.2,7.81,20,0
11.0,2.58,1.08,5.89,23,0
12.0,0.97,0.87,5.6,23,0
9.0,7.1,1.5,12.91,26,0
10.0,26.88,7.6,42.74,85,2
11.0,19.25,3.64,28.78,58,1
16.0,14.2,5.37,26.2,52,1
13.0,18.29,6.16,31.65,63,1
13.0,18.69,5.91,31.67,63,1
18.0,36.74,17.66,68.37,137,2
17.0,29.19,10.63,49.77,100,2
16.0,16.74,4.73,27.85,56,1
41.0,14.59,1.62,20.85,82,3
20.0,4.08,2.19,10.85,41,0
10.0,1.74,1.06,6.69,20,0
5.0,5.82,2.31,12.84,26,0
2.0,21.86,17.87,53.29,107,2
1.0,11.78,6.31,25.13,50,1
0.5,9.63,6.55,23.28,47,0
6.0,7.72,4.63,18.35,37,0
15.0,9.27,4.29,19.44,39,0
9.0,16.22,6.39,29.86,60,1
12.0,13.46,5.13,25.07,50,1
11.0,5.47,2.43,12.65,25,0
8.0,2.24,1.55,7.97,17,0
8.0,0.76,1.22,5.92,16,0
43.0,17.36,4.94,26.77,86,3
21.0,18.49,3.88,26.3,53,1
11.0,16.86,2.67,22.77,46,1
5.0,11.8,0.79,14.69,29,0
3.0,5.09,0.57,7.45,15,0
1.0,3.68,0.37,5.71,11,0
0.5,3.12,0.71,5.64,11,0
38.0,6.66,0.86,9.52,77,3
19.0,13.21,3.11,19.7,39,0
10.0,7.09,2.42,12.34,25,0
5.0,5.78,1.28,9.25,18,0
2.0,3.86,0.64,6.3,13,0
5.0,4.71,0.62,7.15,14,0
6.0,11.48,1.17,14.94,30,0
10.0,15.13,2.71,21.05,42,0
16.0,14.67,1.88,19.3,39,0
12.0,15.77,2.44,21.3,43,0
19.0,7.27,1.08,10.47,39,0
13.0,3.62,0.45,2.76,26,0
41.0,6.31,0.57,5.68,82,3
21.0,12.02,3.03,15.28,41,0
10.0,11.18,2.39,13.44,27,0
5.0,13.31,5.37,20.18,40,0
2.0,6.73,1.45,7.46,15,0
4.0,12.74,2.09,14.58,29,0
6.0,31.23,8.67,43.51,87,2
11.0,50.25,8.02,61.92,124,2
19.0,32.47,2.43,35.22,70,1
11.0,21.72,1.99,23.58,47,1
21.0,8.59,0.57,8.02,41,0
15.0,5.57,0.55,4.9,30,0
13.0,13.86,3.32,17.6,35,0
9.0,26.25,12.74,44.69,89,2
13.0,16.72,10.77,31.95,64,1
16.0,11.12,5.18,17.66,35,0
17.0,10.89,4.53,16.42,34,0
13.0,9.92,2.96,13.03,27,0
12.0,21.8,5.75,29.42,59,1
13.0,26.03,6.43,34.78,70,1
14.0,9.2,2.8,12.05,29,0
13.0,7.63,0.74,7.29,26,0
19.0,1.97,0.45,1.08,37,0
48.0,3.6,0.5,0.65,96,3
24.0,20.66,3.69,22.53,48,1
19.0,32.83,11.4,46.48,93,2
9.0,19.1,5.65,23.99,48,1
5.0,12.4,3.42,13.88,28,0
2.0,19.16,4.99,23.04,46,1
3.0,18.27,5.39,22.76,46,1
9.0,41.97,16.68,63.67,127,2
16.0,56.58,12.98,72.55,145,2
14.0,17.71,1.41,16.09,35,0
18.0,14.55,1.0,12.32,36,0
21.0,6.51,0.59,3.69,41,0
23.0,5.15,0.6,2.35,46,0
46.0,19.21,3.47,20.76,92,3
23.0,34.24,28.04,73.39,147,2
11.0,18.32,4.91,22.08,44,1
6.0,18.46,4.73,21.93,44,0
36.0,17.63,4.34,20.51,71,1
30.0,17.85,3.86,20.01,60,1
18.0,35.16,8.66,44.59,89,2
18.0,28.77,3.32,30.04,60,1
29.0,13.01,0.66,10.26,57,1
15.0,4.92,0.31,1.68,30,0
17.0,3.43,0.35,0.25,34,0
13.0,3.28,0.55,0.11,26,0
43.0,22.28,4.87,25.81,86,3
21.0,37.44,18.92,62.58,125,2
11.0,14.54,3.03,15.21,30,0
5.0,15.14,3.77,16.95,34,0
25.0,22.69,5.73,27.54,55,1
18.0,25.29,4.23,27.86,56,1
21.0,12.11,1.47,10.38,42,0
15.0,9.28,0.83,6.56,29,0
16.0,4.0,0.24,0.34,33,0
17.0,4.7,1.14,2.44,33,0
9.0,3.64,0.26,0.005,19,0
11.0,5.96,0.64,2.92,22,0
10.0,20.15,4.81,23.58,47,1
15.0,11.84,2.38,11.49,30,0
14.0,11.03,2.54,10.94,27,0
18.0,10.33,1.8,9.1,35,0
21.0,11.92,1.74,10.6,43,0
14.0,16.41,2.1,15.66,33,0
20.0,10.34,1.06,7.97,40,0
17.0,5.11,0.51,1.88,33,0
15.0,5.03,0.14,1.22,30,0
15.0,3.97,0.29,0.38,31,0
21.0,4.56,0.11,0.06,42,0
20.0,10.94,1.03,7.88,39,0
14.0,27.85,21.85,56.82,114,2
21.0,25.1,9.62,35.31,71,1
29.0,15.68,7.84,23.09,57,1
26.0,10.92,3.32,11.37,52,1
28.0,14.55,4.4,16.69,56,1
24.0,17.76,4.56,20.16,49,1
23.0,25.43,4.82,28.29,57,1
35.0,20.36,2.09,18.99,69,1
27.0,18.54,0.92,15.36,55,1
27.0,7.0,1.4,4.49,54,1
21.0,3.88,1.55,1.56,42,0
22.0,8.35,2.93,8.19,43,0
11.0,12.85,4.66,15.36,31,0
12.0,9.28,4.85,12.07,24,0
8.0,18.12,10.5,29.63,59,1
12.0,5.37,2.04,3.82,24,0
14.0,6.87,3.29,7.25,27,0
9.0,17.22,5.16,20.54,41,0
9.0,28.53,19.24,53.51,107,2
16.0,11.45,3.04,11.47,32,0
12.0,7.73,1.87,5.93,25,0
9.0,3.63,0.98,0.44,18,0
42.0,6.0,1.26,4.05,84,3
21.0,26.17,8.99,36.27,73,1
11.0,35.66,36.73,88.37,177,4
5.0,13.85,5.68,18.76,38,0
17.0,7.88,3.58,9.51,34,0
17.0,8.26,4.12,10.72,33,0
47.0,12.22,4.81,15.78,93,3
23.0,22.28,6.94,29.19,58,1
11.0,32.14,10.0,43.84,88,2
6.0,41.41,4.45,44.69,89,2
7.0,20.45,1.4,18.84,41,0
14.0,11.01,0.6,8.1,28,0
12.0,8.18,0.56,5.18,24,0
11.0,16.78,4.43,19.8,40,0
14.0,32.23,34.99,82.25,164,4
15.0,25.37,17.37,48.3,97,2
16.0,10.52,6.79,17.0,34,0
15.0,9.2,3.86,11.28,30,0
11.0,13.88,4.68,17.25,35,0
16.0,42.56,18.05,66.71,133,2
13.0,52.99,12.57,68.82,138,2
11.0,34.13,3.04,35.18,70,1
21.0,21.85,1.77,20.84,44,1
20.0,8.14,0.63,5.24,39,0
19.0,9.99,0.65,6.82,37,0
15.0,20.07,0.92,17.26,40,0
12.0,29.24,7.6,36.64,73,1
15.0,13.81,4.11,15.94,32,0
25.0,11.65,4.06,13.71,50,1
20.0,12.79,3.89,14.58,39,0
25.0,16.97,4.38,19.49,50,1
21.0,24.27,5.76,28.87,58,1
44.0,33.5,6.37,38.98,88,2
43.0,11.97,0.86,9.12,85,3
21.0,10.19,0.78,7.22,42,0
11.0,4.21,0.43,0.74,21,0
5.0,4.13,0.06,0.09,10,0
2.0,17.22,2.74,17.23,34,0
2.0,42.72,22.11,72.29,145,2
10.0,27.92,9.54,38.28,77,1
22.0,12.64,3.27,13.48,45,0
21.0,15.15,4.22,17.44,41,0
24.0,18.34,4.01,20.29,48,1
23.0,46.93,11.57,60.32,121,2
13.0,54.02,11.12,66.67,133,2
29.0,25.94,1.69,24.29,58,1
34.0,15.24,0.98,12.56,68,1
25.0,9.13,0.64,5.95,50,1
20.0,6.3,0.53,3.55,41,0
21.0,20.57,3.63,22.27,45,1
20.0,45.44,22.85,76.05,152,2
29.0,29.5,7.13,36.35,73,1
27.0,16.17,4.67,19.56,55,1
31.0,11.45,2.2,11.15,62,1
27.0,15.94,3.41,17.39,54,1
22.0,41.76,2.37,41.05,84,2
21.0,37.35,4.26,39.63,79,2
30.0,16.99,1.27,15.14,59,1
26.0,5.74,0.42,2.83,51,1
20.0,6.31,0.36,3.3,41,0
20.0,5.99,0.69,3.49,39,0
16.0,14.79,2.89,15.46,32,0
19.0,25.54,8.99,35.34,71,1
22.0,24.61,8.19,33.21,66,1
18.0,24.3,7.67,32.11,64,1
25.0,10.5,3.54,12.27,49,1
24.0,9.55,2.86,10.31,49,1
16.0,27.45,7.73,35.26,71,1
21.0,32.41,9.8,43.29,87,2
20.0,16.44,3.44,17.93,40,0
32.0,25.15,8.08,33.56,67,1
27.0,11.27,0.99,9.11,54,1
16.0,5.17,0.56,1.73,32,0
17.0,6.36,0.7,3.09,33,0
12.0,15.98,4.33,17.95,36,0
21.0,14.58,5.08,17.75,41,0
22.0,16.46,5.27,19.85,44,1
22.0,13.62,3.3,14.09,44,0
16.0,6.64,1.15,4.05,32,0
25.0,23.13,5.57,26.76,54,1
16.0,28.07,3.29,28.03,56,1
24.0,22.46,2.1,20.77,47,1
21.0,11.3,3.13,11.59,42,0
23.0,6.44,0.52,2.89,46,0
16.0,4.27,0.49,0.75,31,0
17.0,7.2,0.52,3.62,33,0
11.0,8.75,1.35,6.4,22,0
7.0,12.29,2.75,11.97,25,0
10.0,9.35,1.38,7.02,19,0
19.0,5.97,0.95,3.1,39,0
13.0,3.7,0.63,0.42,26,0
9.0,5.49,0.71,2.27,18,0
8.0,8.16,1.5,6.06,16,0
14.0,7.93,1.4,5.68,29,0
38.0,5.24,0.93,0.91,77,3
19.0,35.4,29.43,74.05,148,2
10.0,11.87,2.44,9.7,24,0
17.0,14.62,4.79,15.99,33,0
8.0,17.09,5.75,19.86,40,0
11.0,15.73,3.63,15.29,31,0
12.0,13.47,2.02,10.62,27,0
18.0,13.46,1.42,9.68,37,0
40.0,10.56,0.85,5.99,80,3
20.0,6.15,0.62,1.33,40,0
10.0,5.47,0.31,0.2,20,0
16.0,5.83,0.36,0.61,33,0
8.0,18.04,2.98,16.55,36,0
4.0,11.66,1.69,8.35,23,0
2.0,11.75,2.75,10.05,23,0
1.0,8.58,2.15,6.04,17,0
5.0,5.6,0.76,1.0,11,0
13.0,7.15,0.77,2.53,26,0
15.0,8.33,1.07,4.15,29,0
19.0,6.21,0.67,1.46,38,0
27.0,5.23,0.96,1.34,53,1
27.0,4.73,1.46,1.63,54,1
37.0,4.28,0.82,0.23,74,3
34.0,5.55,1.81,2.96,68,1
39.0,6.11,0.97,2.21,78,3
36.0,24.88,10.16,34.28,71,1
37.0,40.15,17.41,60.02,120,2
32.0,33.63,4.24,33.58,67,1
33.0,18.81,1.19,14.71,66,1
21.0,13.83,1.71,10.74,43,0
21.0,6.43,0.43,1.69,41,0
20.0,11.65,0.89,7.39,41,0
23.0,25.69,9.08,33.4,67,1
19.0,25.14,11.31,36.3,73,1
20.0,20.41,7.12,25.33,51,1
11.0,35.9,23.47,65.24,130,2
8.0,22.66,5.21,24.57,49,1
20.0,33.23,9.5,41.27,83,2
19.0,22.21,4.39,22.87,46,1
17.0,24.86,3.64,24.26,50,1
11.0,17.66,5.95,20.91,42,0
15.0,16.16,0.95,11.81,32,0
19.0,8.98,1.23,5.46,38,0
42.0,7.26,1.1,3.64,85,3
21.0,17.32,2.88,15.86,42,0
20.0,20.88,5.22,22.81,46,1
10.0,21.56,7.48,26.92,54,1
5.0,21.2,9.52,29.71,59,1
3.0,11.07,1.08,7.2,22,0
9.0,26.64,11.18,37.39,75,1
4.0,27.85,5.43,29.71,59,1
11.0,22.48,4.42,23.1,46,1
11.0,16.04,4.37,16.94,34,0
13.0,22.48,2.51,20.17,45,1
14.0,11.48,0.65,6.94,29,0
17.0,8.6,0.87,4.55,33,0
12.0,10.92,2.48,9.21,23,0
14.0,15.51,5.53,18.23,36,0
19.0,14.29,8.01,20.86,42,0
